,Unnamed: 0,title,price,bedrooms,bathrooms,area,location
1039,1039,Mabvazuva - House,"$90,000",4 bedrooms,2 bathrooms,400 m²,ruwa
1040,1040,Mount Pleasant - House,"$380,000",7 bedrooms,not stated,3800 m²,harare north
1041,1041,Tynwald - House,"$90,000",3 bedrooms,1 bathrooms,380 m²,harare west
1042,1042,Suburbs - House,"$180,000",3 bedrooms,2 bathrooms,1579 m²,bulawayo east
1043,1043,Mabvazuva - House,"$125,000",4 bedrooms,2 bathrooms,400 m²,ruwa
1044,1044,Queens Park West - House,"$55,000",5 bedrooms,2 bathrooms,1 m²,bulawayo north
1045,1045,Mainway Meadows - House,"$90,000",4 bedrooms,not stated,600 m²,harare south
1046,1046,Selous - House,"$30,000",4 bedrooms,2 bathrooms,800 m²,selous
1047,1047,Twinlakes - House,"$115,000",4 bedrooms,2 bathrooms,3800 m²,norton
1048,1048,Arlington - House,"$200,000",5 bedrooms,not stated,2030 m²,harare south
1049,1049,Emganwini - House,"$30,000",2 bedrooms,1 bathrooms,200 m²,bulawayo high density
1050,1050,"Bluff Hill - House, Townhouse Complex","$150,000",4 bedrooms,2 bathrooms,817 m²,harare west
1051,1051,Marlborough - House,"$350,000",4 bedrooms,2 bathrooms,6000 m²,harare west
1052,1052,Eastlea - House,"$300,000",3 bedrooms,not stated,2400 m²,harare east
1053,1053,Hillside - House,"$220,000",3 bedrooms,not stated,2 bathrooms,harare south
1054,1054,Norton - House,"$32,000",4 bedrooms,3 bathrooms,300 m²,norton
1055,1055,"Avondale - House, House",no price,not stated,not stated,4 bedrooms,harare north
1056,1056,"Greendale - House, Townhouse Complex","$320,000",4 bedrooms,3 bathrooms,450 m²,harare east
1057,1057,"New Marlborough - House, House","$120,000",3 bedrooms,2 bathrooms,504 m²,harare west
1058,1058,Killarney - House,"$115,000",3 bedrooms,2 bathrooms,4047 m²,bulawayo east
1059,1059,Glen View - House,"$45,000",2 bedrooms,not stated,608 m²,harare high density
1060,1060,Glen View - House,"$40,000",4 bedrooms,1 bathrooms,200 m²,harare high density
1061,1061,Parklands - House,"$75,000",4 bedrooms,2 bathrooms,1250 m²,bulawayo east
1062,1062,Kuwadzana - House,"$25,000",2 bedrooms,1 bathrooms,230 m²,harare high density
1063,1063,Greendale - House,"$270,000",4 bedrooms,3 bathrooms,500 m²,harare east
1064,1064,Manresa - House,"$175,000",6 bedrooms,4 bathrooms,909 m²,harare east
1065,1065,Fern valley - House,"$200,000",4 bedrooms,3 bathrooms,8485 m²,mutare
1066,1066,Rolf Valley - House,"$1,350,000",6 bedrooms,4 bathrooms,8093 m²,harare north
1067,1067,Chitungwiza - House,"$30,000",4 bedrooms,1 bathrooms,300 m²,chitungwiza
1068,1068,Ashdown Park - House,"$55,000",6 bedrooms,4 bathrooms,530 m²,harare west
1069,1069,Kadoma - House,"$38,000",3 bedrooms,1 bathrooms,200 m²,kadoma
1070,1070,Glen Lorne - House,"$800,000",6 bedrooms,4 bathrooms,4300 m²,harare north
1071,1071,Mandara - House,"$310,000",4 bedrooms,2 bathrooms,4044 m²,harare east
1072,1072,Marlborough - House,"$200,000",4 bedrooms,2 bathrooms,4012 m²,harare west
1073,1073,Aspindale Park - House,"$68,000",3 bedrooms,2 bathrooms,200 m²,harare west
1074,1074,Highlands - House,"$420,000",28 bedrooms,10 bathrooms,4886 m²,harare north
1075,1075,Hogerty Hill - House,"$465,000",4 bedrooms,3 bathrooms,8093 m²,harare north
1076,1076,Greystone Park - House,"$550,000",5 bedrooms,3 bathrooms,5425 m²,harare north
1077,1077,Chisipite - House,"$1,200,000",5 bedrooms,4 bathrooms,8090 m²,harare north
1078,1078,Waterfalls - House,"$20,000",not stated,not stated,3 bedrooms,harare south
1079,1079,Sandton Park - House,"$120,000",4 bedrooms,2 bathrooms,1000 m²,harare west
1080,1080,Madokero - House,"$100,000",4 bedrooms,not stated,420 m²,harare west
1081,1081,Marlborough - House,"$220,000",3 bedrooms,2 bathrooms,4400 m²,harare west
1082,1082,Kuwadzana - House,"$35,000",5 bedrooms,1 bathrooms,300 m²,harare high density
1083,1083,Philadelphia - House,"$720,000",6 bedrooms,8 bathrooms,5600 m²,harare north
1084,1084,Zimre Park - House,"$80,000",3 bedrooms,2 bathrooms,635 m²,harare east
1085,1085,Goodhope - House,"$85,000",1 bedrooms,2 bathrooms,2013 m²,harare west
1086,1086,Penhalonga - House,"$165,000",3 bedrooms,2 bathrooms,7880 m²,mutare
1087,1087,Budiriro - House,"$27,000",1 bedrooms,not stated,300 m²,harare high density
1088,1088,Borrowdale - House,no price,5 bedrooms,4 bathrooms,15162 m²,harare north
1089,1089,Eastlea - House,"$215,000",3 bedrooms,1 bathrooms,1321 m²,harare east
1090,1090,Hwange - House,"$45,000",3 bedrooms,2 bathrooms,200 m²,hwange
1091,1091,Avondale West - House,"$185,000",4 bedrooms,1 bathrooms,800 m²,harare west
1092,1092,Suburbs - House,"$890,000",6 bedrooms,5 bathrooms,16187 m²,bulawayo east
1093,1093,Belgravia - House,"$450,000",4 bedrooms,2 bathrooms,3500 m²,harare north
1094,1094,Madokero - House,"$120,000",4 bedrooms,not stated,2 bathrooms,harare west
1095,1095,Juliasdale - House,"$350,000",2 bedrooms,1 bathrooms,880000 m²,juliasdale
1096,1096,Bluff Hill - House,"$84,000",3 bedrooms,1 bathrooms,858 m²,harare west
1097,1097,Hillside - House,"$150,000",3 bedrooms,2 bathrooms,6066 m²,bulawayo south
1098,1098,Burnside - House,"$250,000",4 bedrooms,2 bathrooms,6168 m²,bulawayo east
1099,1099,Marlborough - House,"$750,000",9 bedrooms,not stated,8535 m²,harare west
1100,1100,Marlborough - House,"$750,000",9 bedrooms,not stated,8535 m²,harare west
1101,1101,Marlborough - Townhouse Complex,"$120,000",3 bedrooms,2 bathrooms,150 m²,harare west
1102,1102,"Hogerty Hill - Townhouse Complex, House","$250,000",3 bedrooms,2 bathrooms,1000 m²,harare north
1103,1103,Glen Forest - House,"$550,000",4 bedrooms,2 bathrooms,68340 m²,harare north
1104,1104,Beatrice - House,"$20,000",3 bedrooms,not stated,240 m²,beatrice
1105,1105,Belvedere - House,"$230,000",not stated,not stated,4 bedrooms,harare west
1106,1106,Ruwa - House,"$115,000",3 bedrooms,not stated,420 m²,ruwa
1107,1107,Zimre Park - House,"$90,000",3 bedrooms,2 bathrooms,485 m²,harare east
1108,1108,Hillside - House,"$85,000",3 bedrooms,1 bathrooms,3966 m²,bulawayo south
1109,1109,Norton - House,"$11,000",1 bedrooms,not stated,413 m²,norton
1110,1110,Tynwald - House,"$130,000",4 bedrooms,3 bathrooms,613 m²,harare west
1111,1111,Colne Valley - House,"$850,000",5 bedrooms,6 bathrooms,4047 m²,harare north
1112,1112,Bulawayo City Centre - Townhouse Complex,"$190,000",3 bedrooms,2 bathrooms,550 m²,bulawayo cbd industrial
1113,1113,Hwange - House,"$60,000",3 bedrooms,not stated,2400 m²,hwange
1114,1114,Greendale - Townhouse Complex,"$150,000",not stated,not stated,2 bedrooms,harare east
1115,1115,Glen Lorne - House,"$1,000,000",6 bedrooms,3 bathrooms,6100 m²,harare north
1116,1116,Seke - House,"$75,000",6 bedrooms,not stated,2500 m²,seke
1117,1117,Gumtree - House,"$350,000",7 bedrooms,7 bathrooms,89030 m²,bulawayo east
1118,1118,Mt Pleasant Heights - House,"$315,000",5 bedrooms,3 bathrooms,2000 m²,harare west
1119,1119,Chikanga - House,"$50,000",4 bedrooms,not stated,2 bathrooms,mutare
1120,1120,Arlington - House,"$160,000",3 bedrooms,not stated,360 m²,harare south
1121,1121,Budiriro - House,"$50,000",5 bedrooms,2 bathrooms,250 m²,harare high density
1122,1122,Douglasdale - House,"$195,000",1 bedrooms,2 bathrooms,32495 m²,bulawayo east
1123,1123,Gweru CBD - House,"$120,000",4 bedrooms,3 bathrooms,1250 m²,gweru
1124,1124,Norton - House,"$38,000",2 bedrooms,not stated,1500 m²,norton
1125,1125,Richmond - House,"$58,000",4 bedrooms,1 bathrooms,8129 m²,bulawayo north
1126,1126,Highlands - House,"$420,000",4 bedrooms,2 bathrooms,3965 m²,harare north
1127,1127,Borrowdale - House,"$785,000",8 bedrooms,8 bathrooms,4000 m²,harare north
1128,1128,Zengeza - House,"$39,000",4 bedrooms,not stated,300 m²,chitungwiza
1129,1129,"Eastlea - House, House","$600,000",10 bedrooms,not stated,1900 m²,harare east
1130,1130,Chisipite - House,"$565,000",4 bedrooms,3 bathrooms,4040 m²,harare north
1131,1131,Tynwald - House,"$60,000",3 bedrooms,1 bathrooms,640 m²,harare west
1132,1132,Barham Green - House,"$55,000",2 bedrooms,1 bathrooms,774 m²,bulawayo south
1133,1133,Westgate - House,"$140,000",4 bedrooms,2 bathrooms,1500 m²,harare west
1134,1134,Arlington - House,"$165,000",3 bedrooms,3 bathrooms,350 m²,harare south
1135,1135,"Hatfield - House, House","$150,000",3 bedrooms,not stated,4059 m²,harare south
1136,1136,Borrowdale - House,"$420,000",4 bedrooms,not stated,4000 m²,harare north
1137,1137,Colne Valley - House,"$650,000",4 bedrooms,3 bathrooms,4856 m²,harare north
1138,1138,Emerald Hill - House,"$1,000,000",4 bedrooms,2 bathrooms,15717 m²,harare west
1139,1139,Mt Pleasant Heights - House,"$350,000",4 bedrooms,not stated,1360 m²,harare west
1140,1140,Crowhill Views - House,"$100,000",4 bedrooms,not stated,450 m²,harare north
1141,1141,Eastvale - House,"$90,000",3 bedrooms,2 bathrooms,1468 m²,masvingo
1142,1142,Cowdray Park - House,"$12,000",8 bedrooms,not stated,300 m²,bulawayo high density
1143,1143,Kariba - House,"$115,000",5 bedrooms,2 bathrooms,1415 m²,kariba
1144,1144,Madokero - House,"$110,000",3 bedrooms,2 bathrooms,370 m²,harare west
1145,1145,Waterfalls - House,"$130,000",3 bedrooms,2 bathrooms,1000 m²,harare south
1146,1146,Glen View - House,"$35,000",3 bedrooms,2 bathrooms,300 m²,harare high density
1147,1147,Burnside - House,"$147,000",3 bedrooms,2 bathrooms,4046 m²,bulawayo east
1148,1148,Mbare - House,"$30,000",not stated,not stated,384 m²,harare high density
1149,1149,Ruwa - House,"$48,000",3 bedrooms,2 bathrooms,336 m²,ruwa
1150,1150,Ruwa - House,"$90,000",3 bedrooms,not stated,500 m²,ruwa
1151,1151,Mt Pleasant Heights - House,"$375,000",5 bedrooms,not stated,2300 m²,harare west
1152,1152,Helensvale - House,"$490,000",3 bedrooms,4 bathrooms,4046 m²,harare north
1153,1153,Chitungwiza - House,"$27,000",4 bedrooms,1 bathrooms,300 m²,chitungwiza
1154,1154,Avondale West - Townhouse Complex,"$200,000",3 bedrooms,2 bathrooms,400 m²,harare west
1155,1155,Riverside North - House,"$138,000",2 bedrooms,1 bathrooms,10000 m²,bulawayo east
1156,1156,New Marlborough - House,"$115,000",3 bedrooms,2 bathrooms,607 m²,harare west
1157,1157,Manyame Park - House,"$18,000",6 bedrooms,2 bathrooms,200 m²,chitungwiza
1158,1158,Nyanga - House,"$950,000",3 bedrooms,2 bathrooms,53600 m²,nyanga
1159,1159,Hatfield - House,"$75,000",6 bedrooms,3 bathrooms,1600 m²,harare south
1160,1160,Pomona - Townhouse Complex,"$375,000",3 bedrooms,3 bathrooms,578 m²,harare north
1161,1161,Queensdale - House,"$135,000",3 bedrooms,2 bathrooms,887 m²,harare south
1162,1162,Avondale - House,"$800,000",4 bedrooms,2 bathrooms,3650 m²,harare north
1163,1163,Hogerty Hill - House,"$500,000",5 bedrooms,not stated,2500 m²,harare north
1164,1164,"Helensvale - House, Townhouse Complex","$299,995",3 bedrooms,not stated,2000 m²,harare north
1165,1165,Norton - House,"$24,000",2 bedrooms,1 bathrooms,240 m²,norton
1166,1166,Hogerty Hill - House,"$230,000",4 bedrooms,2 bathrooms,500 m²,harare north
1167,1167,Gunhill - House,"$700,000",4 bedrooms,not stated,3103 m²,harare north
1168,1168,Braeside - House,"$120,000",3 bedrooms,1 bathrooms,890 m²,harare south
1169,1169,Carrick Creagh - House,"$150,000",6 bedrooms,7 bathrooms,1500 m²,harare north
1170,1170,Tynwald - House,"$90,000",3 bedrooms,1 bathrooms,353 m²,harare west
1171,1171,Rydale Ridge Park - House,"$70,000",5 bedrooms,3 bathrooms,300 m²,harare west
1172,1172,Lake Chivero - House,"$250,000",2 bedrooms,2 bathrooms,2000 m²,lake chivero
1173,1173,Hogerty Hill - Townhouse Complex,"$320,000",3 bedrooms,2 bathrooms,720 m²,harare north
1174,1174,Lochview - House,"$250,000",6 bedrooms,4 bathrooms,8035 m²,bulawayo east
1175,1175,Highlands - House,"$450,000",4 bedrooms,2 bathrooms,4000 m²,harare north
1176,1176,Christon Bank - House,"$570,000",4 bedrooms,2 bathrooms,20234 m²,christon bank
1177,1177,Zimre Park - House,"$85,000",3 bedrooms,not stated,700 m²,harare east
1178,1178,"Victoria Falls - House, House","$270,000",5 bedrooms,6 bathrooms,657 m²,victoria falls
1179,1179,Westgate - House,"$125,000",3 bedrooms,2 bathrooms,980 m²,harare west
1180,1180,Westgate - House,"$190,000",4 bedrooms,not stated,553 m²,harare west
1181,1181,Hogerty Hill - House,"$330,000",3 bedrooms,2 bathrooms,700 m²,harare north
1182,1182,Colne Valley - House,"$600,000",4 bedrooms,2 bathrooms,4047 m²,harare north
1183,1183,Rusape - House,"$15,500",3 bedrooms,1 bathrooms,180 m²,rusape
1184,1184,Victoria Falls - House,"$180,000",2 bedrooms,2 bathrooms,540 m²,victoria falls
1185,1185,Mount Pleasant Heights - House,"$250,000",4 bedrooms,3 bathrooms,2000 m²,harare north
1186,1186,Victoria Falls - Townhouse Complex,"$695,000",3 bedrooms,2 bathrooms,1000 m²,victoria falls
1187,1187,Mazvikadei - House,"$185,000",4 bedrooms,not stated,3 bathrooms,mazvikadei
1188,1188,Avenues - Townhouse Complex,"$230,000",3 bedrooms,not stated,300 m²,harare cbd
1189,1189,Rydale Ridge Park - House,"$78,000",4 bedrooms,2 bathrooms,437 m²,harare west
1190,1190,"Southlea Park - House, House","$65,000",2 bedrooms,not stated,2500 m²,harare south
1191,1191,Mount Pleasant Heights - House,"$320,000",6 bedrooms,3 bathrooms,2000 m²,harare north
1192,1192,Marondera - House,"$120,000",4 bedrooms,2 bathrooms,2400 m²,marondera
1193,1193,Rolf Valley - House,"$550,000",6 bedrooms,5 bathrooms,6407 m²,harare north
1194,1194,Greendale - House,"$545,000",2 bedrooms,1 bathrooms,13134 m²,harare east
1195,1195,Chimanimani - House,"$10,000",1 bedrooms,not stated,150 m²,chimanimani
1196,1196,Mainway Meadows - House,"$90,000",4 bedrooms,not stated,600 m²,harare south
1197,1197,Madokero - House,"$150,000",4 bedrooms,2 bathrooms,200 m²,harare west
1198,1198,Tynwald - House,"$45,000",5 bedrooms,not stated,400 m²,harare west
1199,1199,Helensvale - House,"$1,200,000",4 bedrooms,3 bathrooms,27113 m²,harare north
1200,1200,Mabelreign - House,"$115,000",3 bedrooms,1 bathrooms,1000 m²,harare west
1201,1201,New Marlborough - House,"$145,000",4 bedrooms,2 bathrooms,500 m²,harare west
1202,1202,Crowhill Views - House,"$47,000",2 bedrooms,1 bathrooms,1000 m²,harare north
1203,1203,Glen View - House,"$35,000",5 bedrooms,2 bathrooms,279 m²,harare high density
1204,1204,Beitbridge - House,"$220,000",4 bedrooms,2 bathrooms,2508 m²,beitbridge
1205,1205,Chitungwiza - House,"$33,000",3 bedrooms,2 bathrooms,212 m²,chitungwiza
1206,1206,Borrowdale Brooke - House,"$2,300,000",4 bedrooms,4 bathrooms,3605 m²,harare north
1207,1207,Nkulumane - House,"$26,000",3 bedrooms,1 bathrooms,200 m²,bulawayo high density
1208,1208,Suburbs - House,"$185,000",3 bedrooms,3 bathrooms,1487 m²,bulawayo east
1209,1209,Waterfalls - House,"$75,000",4 bedrooms,not stated,1000 m²,harare south
1210,1210,Matsheumhlope - House,"$200,000",3 bedrooms,2 bathrooms,5760 m²,bulawayo east
1211,1211,Entumbane - House,"$17,000",2 bedrooms,not stated,200 m²,bulawayo north
1212,1212,Glen Lorne - House,no price,4 bedrooms,4 bathrooms,66000 m²,harare north
1213,1213,Luveve - House,"$21,000",2 bedrooms,1 bathrooms,250 m²,bulawayo high density
1214,1214,Mandara - House,"$320,000",4 bedrooms,2 bathrooms,4046 m²,harare east
1215,1215,Budiriro - House,"$45,000",4 bedrooms,1 bathrooms,320 m²,harare high density
1216,1216,Mainway Meadows - House,"$90,000",4 bedrooms,not stated,600 m²,harare south
1217,1217,Lochinvar - Cottage,"$45,000",1 bedrooms,1 bathrooms,540 m²,harare south
1218,1218,Damofalls - House,"$50,000",4 bedrooms,2 bathrooms,338 m²,damofalls
1219,1219,New Marlborough - House,"$115,000",4 bedrooms,2 bathrooms,500 m²,harare west
1220,1220,Borrowdale - House,"$525,000",4 bedrooms,not stated,4088 m²,harare north
1221,1221,Greencroft - House,"$300,000",5 bedrooms,4 bathrooms,1000 m²,harare west
1222,1222,Tynwald - House,"$100,000",3 bedrooms,2 bathrooms,455 m²,harare west
1223,1223,Charlotte Brooke - House,"$150,000",5 bedrooms,3 bathrooms,1000 m²,harare north
1224,1224,Gletwin Park - House,"$298,000",5 bedrooms,3 bathrooms,3500 m²,harare north
1225,1225,Meyrick Park - House,"$80,000",3 bedrooms,2 bathrooms,250 m²,harare west
1226,1226,Greystone Park - House,"$350,000",4 bedrooms,3 bathrooms,4046 m²,harare north
1227,1227,Pumula - House,"$24,000",3 bedrooms,not stated,200 m²,bulawayo high density
1228,1228,Gletwin Park - House,"$440,000",5 bedrooms,4 bathrooms,2000 m²,harare north
1229,1229,Borrowdale Brooke - House,no price,5 bedrooms,3 bathrooms,4036 m²,harare north
1230,1230,Alexandra Park - House,"$450,000",4 bedrooms,2 bathrooms,4307 m²,harare north
1231,1231,"Hogerty Hill - House, Townhouse Complex","$280,000",3 bedrooms,2 bathrooms,300 m²,harare north
1232,1232,Marondera - House,"$89,000",4 bedrooms,3 bathrooms,1300 m²,marondera
1233,1233,Milton Park - House,"$400,000",3 bedrooms,not stated,2635 m²,harare west
1234,1234,Mt Pleasant Heights - House,"$400,000",7 bedrooms,6 bathrooms,2000 m²,harare west
1235,1235,Philadelphia - House,"$920,000",6 bedrooms,10 bathrooms,7820 m²,harare north
1236,1236,Helensvale - House,no price,4 bedrooms,2 bathrooms,24281 m²,harare north
1237,1237,Sunningdale - House,"$150,000",4 bedrooms,2 bathrooms,608 m²,harare high density
1238,1238,Chicago - House,"$260,000",3 bedrooms,2 bathrooms,4500 m²,kwekwe
1239,1239,Damofalls - House,"$40,000",4 bedrooms,2 bathrooms,200 m²,damofalls
1240,1240,Glen View - House,"$50,000",3 bedrooms,2 bathrooms,300 m²,harare high density
1241,1241,Glen Lorne - House,"$460,000",4 bedrooms,3 bathrooms,9895 m²,harare north
1242,1242,Manresa - House,"$175,000",6 bedrooms,not stated,2010 m²,harare east
1243,1243,Norton - House,"$40,000",4 bedrooms,1 bathrooms,400 m²,norton
1244,1244,Beatrice - House,"$60,000",2 bedrooms,not stated,1200 m²,beatrice
1245,1245,Zimre Park - House,"$95,000",3 bedrooms,2 bathrooms,630 m²,harare east
1246,1246,Prospect - House,"$110,000",4 bedrooms,2 bathrooms,1224 m²,harare south
1247,1247,Borrowdale - House,"$785,000",8 bedrooms,8 bathrooms,4046 m²,harare north
1248,1248,Helensvale - House,"$450,000",3 bedrooms,3 bathrooms,4000 m²,harare north
1249,1249,Hatfield - House,"$140,000",4 bedrooms,3 bathrooms,600 m²,harare south
1250,1250,Famona - House,"$135,000",4 bedrooms,2 bathrooms,490 m²,bulawayo south
1251,1251,Waterfalls - House,"$105,000",4 bedrooms,2 bathrooms,623 m²,harare south
1252,1252,Highlands - House,"$680,000",5 bedrooms,6 bathrooms,4076 m²,harare north
1253,1253,Marimba Park - Townhouse Complex,"$55,000",3 bedrooms,1 bathrooms,1000 m²,harare high density
1254,1254,Zimre Park - House,"$58,000",3 bedrooms,2 bathrooms,500 m²,harare east
